          12
  -1.035191      -1.035191     -0.9752870     -0.9752870     -0.9489410    
 -0.9489410     -0.9257290     -0.9257290     -0.8952579     -0.8952579    
 -0.8445401     -0.8445401     -0.7926841     -0.7926841     -0.7450609    
 -0.7450609     -0.6919098     -0.6919098     -0.6336260     -0.6336260    
 -0.5706377     -0.5706377     -0.5034151     -0.5034151     -0.4324589    
 -0.4324589     -0.3582926     -0.3582926     -0.2814665     -0.2814665    
 -0.2025528     -0.2025528     -0.1272964     -0.1272964     -3.5653114E-02
 -3.5653114E-02  4.8818588E-02  4.8818588E-02  0.1364698      0.1364698    
  0.2202864      0.2202864      0.3033791      0.3033791      0.3840933    
  0.3840933      0.4539118      0.4539118      0.5191708      0.5191708    
  0.5854664      0.5854664      0.6474152      0.6474152      0.7045608    
  0.7045608      0.7564778      0.7564778      0.8027821      0.8027821    
  0.8431292      0.8431292      0.8772190      0.8772190      0.9047990    
  0.9047990      0.9256670      0.9256670       1.001428       1.001428    
  0.8849260      0.8849260     -0.1646896     -0.1490047     -0.1333202    
 -0.1176355     -0.1019507     -8.6266093E-02 -0.1551593     -0.1403820    
 -0.1256051     -0.1108280     -9.6050821E-02 -8.1273891E-02 -0.1509679    
 -0.1365898     -0.1222120     -0.1078341     -9.3456075E-02 -7.9078324E-02
 -0.1472751     -0.1332488     -0.1192228     -0.1051966     -9.1170244E-02
 -7.7144146E-02 -0.1424275     -0.1288628     -0.1152985     -0.1017340    
 -8.8169336E-02 -7.4604943E-02 -0.1343587     -0.1215624     -0.1087665    
 -9.5970333E-02 -8.3174154E-02 -7.0378199E-02 -0.1261089     -0.1140984    
 -0.1020882     -9.0077870E-02 -7.8067400E-02 -6.6057116E-02 -0.1185325    
 -0.1072436     -9.5954902E-02 -8.4666133E-02 -7.3377267E-02 -6.2088557E-02
 -0.1100766     -9.9593066E-02 -8.9109778E-02 -7.8626275E-02 -6.8142600E-02
 -5.7659134E-02 -0.1008041     -9.1203481E-02 -8.1603132E-02 -7.2002716E-02
 -6.2402342E-02 -5.2802153E-02 -9.0783358E-02 -8.2137227E-02 -7.3491327E-02
 -6.4845309E-02 -5.6199171E-02 -4.7553204E-02 -8.0088802E-02 -7.2461300E-02
 -6.4833984E-02 -5.7206463E-02 -4.9578823E-02 -4.1951321E-02 -6.8800315E-02
 -6.2247731E-02 -5.5695329E-02 -4.9142934E-02 -4.2590536E-02 -3.6038261E-02
 -5.7001062E-02 -5.1572353E-02 -4.6143793E-02 -4.0715080E-02 -3.5286315E-02
 -2.9857650E-02 -4.4778761E-02 -4.0514033E-02 -3.6249496E-02 -3.1984821E-02
 -2.7720191E-02 -2.3455631E-02 -3.2224353E-02 -2.9155385E-02 -2.6086500E-02
 -2.3017539E-02 -1.9948421E-02 -1.6879369E-02 -2.0251760E-02 -1.8323010E-02
 -1.6394224E-02 -1.4465459E-02 -1.2536752E-02 -1.0608084E-02 -5.6720595E-03
 -5.1317955E-03 -4.5915470E-03 -4.0514097E-03 -3.5112267E-03 -2.9710543E-03
  7.7665686E-03  7.0268242E-03  6.2871804E-03  5.5474858E-03  4.8078257E-03
  4.0681786E-03  2.1711199E-02  1.9643525E-02  1.7575826E-02  1.5508142E-02
  1.3440319E-02  1.1372534E-02  3.5045560E-02  3.1707812E-02  2.8370157E-02
  2.5032494E-02  2.1694798E-02  1.8357163E-02  4.8264850E-02  4.3668151E-02
  3.9071579E-02  3.4474906E-02  2.9878229E-02  2.5281679E-02  6.1105758E-02
  5.5286027E-02  4.9466472E-02  4.3646872E-02  3.7827294E-02  3.2007828E-02
  7.2213292E-02  6.5335765E-02  5.8458436E-02  5.1580969E-02  4.4703402E-02
  3.7825920E-02  8.2595393E-02  7.4729063E-02  6.6862941E-02  5.8996696E-02
  5.1130410E-02  4.3264251E-02  9.3142398E-02  8.4271550E-02  7.5400941E-02
  6.6530220E-02  5.7659458E-02  4.8788868E-02  0.1029979      9.3188509E-02
  8.3379343E-02  7.3570043E-02  6.3760586E-02  5.3951245E-02  0.1120892    
  0.1014139      9.0738773E-02  8.0063574E-02  6.9388352E-02  5.8713362E-02
  0.1203488      0.1088869      9.7425312E-02  8.5963532E-02  7.4501641E-02
  6.3039973E-02  0.1277154      0.1155519      0.1033887      9.1225363E-02
  7.9061836E-02  6.6898540E-02  0.1341342      0.1213593      0.1085848    
  9.5810033E-02  8.3035246E-02  7.0260704E-02  0.1395577      0.1262663    
  0.1129753      9.9684119E-02  8.6392775E-02  7.3101662E-02  0.1439454    
  0.1302361      0.1165273      0.1028182      8.9109011E-02  7.5400084E-02
  0.1472653      0.1332398      0.1192147      0.1051894      9.1163971E-02
  7.7138826E-02  0.1593181      0.1441448      0.1289718      0.1137987    
  9.8625392E-02  8.3452433E-02  0.1407837      0.1273756      0.1139679    
