   1438.874      -1.551255       5999289.      1.6199499E-03  1.0728836E-02
  3.9911185E-11  -69028.11      1.5276790E-02  5.9604645E-03 -1.2755663E-10
  -1253030.      2.1818124E-02 -4.2200554E-08  1.0706496E-18  -5589208.    
  1.9872010E-02  8.3446503E-03  9.3223207E-12   219.3563      1.6036630E-03
 -0.1434326     -3.2596290E-09 -4.9667722E+08  0.5138092      4.0745363E-08
  2.5045070E-17   2886.592      -1.531515       5995378.      2.6856422E-02
 -6.2227249E-03 -1.6370905E-11  -69607.13      0.1282279     -5.8555603E-02
  1.7498678E-09  -1265616.      0.1727555      3.2014214E-08 -2.2985086E-17
  -5586508.      0.1633570      8.7976456E-03  1.3851604E-09   269.0353    
  1.2921572E-02  0.1068115      3.1548552E-08 -4.9648960E+08   4.250172    
 -7.2759576E-08 -1.9255431E-16   4379.604      -1.512649       5975712.    
  8.4873438E-02  2.3206077E-03  1.5779733E-10  -69422.21      0.4485908    
 -9.6639004E-03  6.9121597E-11  -1258720.      0.6225452     -8.4401108E-08
  2.2421301E-16  -5566322.      0.6074985      4.4822693E-03  3.1104719E-09
   268.6263      4.3657243E-02 -0.6306967     -1.3120007E-07 -4.9470656E+08
   16.60659      3.4924597E-08 -8.1098323E-17   5931.505      -1.494138    
   5995962.      0.2246637     -4.4584274E-03  3.2287062E-10  -69621.83    
   1.135521      1.3256073E-02  1.6589183E-09  -1271975.       1.610011    
 -8.7311491E-09  3.0357661E-17  -5586060.       1.551442      3.1232834E-03
 -1.9412255E-08   254.4624      0.1043118      0.4028320     -5.2480027E-07
 -4.9646000E+08   42.00609      9.0221874E-08 -2.0860050E-16   7574.496    
  -1.477095       6035481.      0.4457928      3.6811831E-03  1.2187229E-09
  -69376.77       2.386966      1.4724732E-02  1.4435500E-08  -1283096.    
   3.553601      1.1292287E-07 -4.7531423E-16  -5624480.       3.369492    
 -1.6212465E-02 -1.0710210E-08   212.9237      0.2040473     -0.6494141    
  4.9639493E-07 -4.9987898E+08   94.20475      2.7939679E-08  1.6826818E-16
   9346.041      -1.461522       6020458.      0.8540516     -6.8028769E-03
  2.3064786E-09  -69199.13       4.533657     -2.5431316E-02  8.2072802E-09
  -1274332.       7.108286     -7.7610220E-09 -1.4710455E-15  -5607582.    
   6.620509     -5.0226850E-03 -1.0652002E-07   213.2710      0.3497913    
 -1.2207031E-02 -1.1194497E-06 -4.9839328E+08   190.3604     -1.8626451E-07
  1.1969592E-16   11257.60      -1.447791       6029702.       1.563294    
 -1.2125288E-02  1.1445081E-08  -68716.83       8.024633     -6.4386643E-02
  7.1013346E-09  -1267707.       13.49524      3.8250750E-08 -4.3923198E-15
  -5615178.       12.24038      1.9345965E-02 -4.5751221E-08   179.4197    
  0.5424827      2.7901785E-02 -3.6880374E-07 -4.9908707E+08   363.8790    
 -7.9827650E-08 -1.1952245E-15   13346.94      -1.434389       6083110.    
   2.618522     -7.8439713E-03 -7.2468538E-09  -68852.14       13.66150    
 -4.6420097E-02  3.6554411E-08  -1291524.       24.75739      1.6007107E-08
 -9.2981178E-15  -5667117.       21.99061      9.2506409E-03  4.2165630E-07
   101.8188      0.7934834      0.4394531     -1.3187528E-06 -5.0370381E+08
   672.0902     -8.7311491E-09 -1.2247148E-15   15756.23      -1.426782    
   6029122.       4.309701     -8.0108643E-03  2.2118911E-09  -67577.97    
   22.17200     -7.4386592E-03  3.7951395E-08  -1245621.       44.71193    
  4.6566125E-08 -4.8155924E-15  -5608720.       38.60831      1.0681152E-02
 -6.4168125E-07   110.2068       1.020445     -0.7866753      7.8380108E-06
 -4.9856461E+08   1230.551      4.3979121E-08 -1.2351231E-15   18385.03    
  -1.417075       6114302.       7.105255     -1.3351440E-03 -1.2107193E-08
  -67709.02       35.81216      5.0354004E-03 -1.8812716E-07  -1274098.    
   79.56042      2.7939677E-08 -6.9388939E-15  -5691420.       66.51486    
 -7.1334839E-03  1.8393621E-07   12.05307       1.239415     -0.5908203    
 -9.0450048E-06 -5.0592227E+08   2199.063      3.4924597E-08  2.7755576E-16
   21420.06      -1.412189       6127704.       10.97409      3.9707529E-03
  9.7905286E-08  -66800.12       55.75201      1.2519143E-02  7.7672303E-07
  -1267838.       140.5069      5.2916054E-09  2.3370195E-14  -5700436.    
   113.4106      1.0577115E-02  5.9604645E-07  -34.91438       1.193663    
  0.7457386     -3.0577183E-05 -5.0675882E+08   3928.581      1.4604831E-07
 -3.2890357E-15   24826.83      -1.408436       6116087.       17.25076    
  1.0299683E-02 -2.6961789E-07  -66006.75       84.85378     -1.9931793E-02
 -3.7252903E-09  -1247346.       244.0402      1.1253481E-07  5.6621374E-15
  -5684646.       189.5822     -5.0544739E-03 -2.6263297E-07  -109.5762    
  0.8060756      0.8666992      1.4364719E-05 -5.0539930E+08   6839.438    
  0.0000000E+00  2.2013641E-14   28826.06      -1.405626       6169840.    
   25.82157     -6.8957992E-03  2.5611371E-08  -65786.88       126.8523    
  1.4965351E-03  1.6205013E-06  -1246051.       417.3380      4.2088619E-08
 -8.3821838E-15  -5731298.       310.6945     -7.9228329E-03 -2.3506582E-06
  -143.2928     -0.4293160       1.348408      2.2411346E-05 -5.0958400E+08
   11752.32      8.2386229E-08 -3.4916514E-14   32922.39      -1.402856    
   6213760.       37.87377     -1.0899135E-03  6.0163438E-07  -64840.83    
   182.6201      2.2806440E-02  7.9274178E-06  -1253973.       690.7214    
 -2.8272293E-08  1.5998314E-13  -5772828.       492.8834      3.4059796E-03
  3.0621886E-06  -303.5879      -2.630476      -1.067243     -6.6637993E-05
 -5.1330640E+08   19434.68      1.9956913E-08  3.2973624E-14   37779.00    
  -1.403899       6208300.       53.91861      2.2379556E-03 -6.0256571E-07
  -63400.99       252.9351      1.4165242E-02 -6.0498714E-06  -1225772.    
   1117.299      8.6923436E-08 -2.2049029E-13  -5759953.       759.9864    
  8.6720781E-03 -5.8598816E-06  -368.7836      -6.508481     -0.2962239    
  1.2540817E-04 -5.1222595E+08   31339.04      4.6566125E-08 -4.4519943E-14
   43064.48      -1.402731       6236472.       76.69920     -1.4305115E-03
 -2.9243529E-06  -62799.79       345.3820      5.1736832E-03 -8.7618828E-06
  -1213355.       1746.559      3.2014214E-08 -1.1146639E-13  -5780698.    
   1133.934      2.9087067E-03 -1.1101365E-05  -471.6423      -12.17958    
 -0.1464844      1.5258789E-05 -5.1412160E+08   48559.61     -1.2805685E-07
 -7.2164497E-14   48500.28      -1.400359       6313003.       102.7476    
 -5.2956971E-03  2.2277236E-06  -62087.80       460.2173      3.9022110E-02
 -4.4703484E-08  -1223453.       2658.143     -7.8066748E-08 -5.2402527E-13
  -5851981.       1640.651     -5.6996066E-03  1.0445714E-05  -597.1920    
  -20.25281      -1.760685      1.0967255E-05 -5.2048662E+08   73319.88    
  6.0262046E-08 -2.7089442E-14   54795.04      -1.400640       6342561.    
   137.3643     -7.9260925E-03  1.0989606E-06  -60991.19       596.5350    
  3.1110974E-02  1.8298626E-05  -1204904.       3942.777      3.3631093E-08
 -9.7699626E-15  -5871538.       2316.427     -1.6487969E-02  4.4256449E-06
  -685.1028      -30.94815     -0.1654731      7.1525574E-06 -5.2227926E+08
   107515.4     -1.1124131E-07  4.4675375E-13   61059.17      -1.399853    
   6357190.       186.6350     -1.4054148E-02 -1.8887222E-06  -59468.60    
   755.4371      2.1683543E-03 -2.2321939E-05  -1183576.       5701.456    
  2.9410186E-08 -9.7699626E-14  -5879390.       3177.608      8.9143449E-03
 -3.9234757E-05  -836.0438      -43.90154      0.3546464     -1.6212463E-04
 -5.2302602E+08   152841.4     -2.2057641E-08 -1.8864910E-12   67866.23    
  -1.398993       6363252.       244.4511     -4.7302246E-03  6.1094761E-07
  -58157.21       942.8723      1.7967224E-02 -1.0538101E-04  -1152321.    
   8089.149      9.3132257E-09 -6.5369932E-13  -5876706.       4277.529    
  7.2860718E-03 -6.1392784E-06  -907.9170      -60.61966     -0.2294922    
 -1.2435913E-03 -5.2284432E+08   213295.2      9.7788870E-08  1.1795009E-12
   75352.80      -1.395261       6487968.       307.0316      9.0826126E-03
  9.0003014E-06  -57854.15       1183.302     -3.3896312E-02 -9.9539757E-05
  -1168410.       11273.67     -8.4262524E-08 -7.4251716E-13  -5990771.    
   5664.455     -9.8455520E-03  5.6862831E-05  -1065.774      -81.80283    
